course,year,skill,self_rating,projects_completed,level
B.Tech Mechanical,4,Business Analysis,5,4,Advanced
B.Sc Data Science,1,Computer Vision,2,6,Intermediate
B.Tech EEE,3,OOP,2,1,Intermediate
MBA,2,SIEM,4,2,Intermediate
B.Tech Data Science,1,Statistics,1,6,Intermediate
M.Tech,4,Database Administration,4,4,Advanced
B.Tech ECE,3,Cryptography,2,1,Beginner
B.Sc Computer Science,2,Data Warehousing,4,5,Advanced
B.Tech AI & ML,2,A/B Testing,1,2,Beginner
B.Sc Information Technology,2,Business Analysis,5,4,Advanced
M.Tech,3,Incident Response,1,0,Beginner
MCA,4,System Design,4,2,Advanced
B.Com,2,Pandas,2,2,Beginner
MCA,1,Transformers,3,6,Advanced
BBA,1,Web Security,2,4,Intermediate
B.Tech EEE,3,Linux,1,6,Intermediate
B.Sc Mathematics,4,Excel,5,3,Advanced
B.Sc Statistics,4,Transformers,1,0,Beginner
B.Sc Information Technology,1,Machine Learning,3,1,Intermediate
M.Tech,3,Data Visualization,1,2,Beginner
M.Tech,1,Cybersecurity,4,5,Advanced
B.Tech AI & ML,2,Kubernetes,1,6,Intermediate
B.Tech IT,3,Data Warehousing,2,4,Intermediate
B.Sc Mathematics,4,Research,2,6,Intermediate
B.Sc Information Technology,3,Transformers,4,0,Intermediate
B.Sc Mathematics,1,Docker,4,1,Intermediate
B.Sc Computer Science,4,SIEM,5,1,Advanced
B.Tech EEE,1,Testing,1,4,Beginner
B.Tech ECE,4,NumPy,2,1,Beginner
M.Sc Computer Science,4,Networking,2,0,Beginner
B.Tech IT,2,Calculus,2,2,Intermediate
MBA,2,Linear Algebra,2,4,Intermediate
B.Sc Data Science,3,Linear Algebra,3,4,Advanced
B.Tech Data Science,2,Database Security,2,3,Intermediate
BCA,1,SQL,5,6,Advanced
B.Sc Mathematics,1,Kubernetes,3,0,Intermediate
B.Sc Computer Science,3,Web Security,1,3,Beginner
B.Tech Mechanical,2,PostgreSQL,3,3,Intermediate
M.Sc Computer Science,4,A/B Testing,5,4,Advanced
B.Tech AI & ML,3,A/B Testing,5,2,Advanced
B.Sc Statistics,4,Networking,2,5,Intermediate
B.Tech Mechanical,4,Web Security,2,4,Intermediate
B.Com,4,OOP,2,5,Intermediate
MBA,4,System Design,5,4,Advanced
B.Tech AI & ML,3,Incident Response,1,6,Intermediate
B.Tech IT,3,Computer Vision,2,5,Intermediate
M.Sc Computer Science,2,Terraform,3,0,Intermediate
BBA,2,Power BI,1,0,Beginner
B.Sc Data Science,1,Linear Algebra,1,0,Beginner
M.Sc Computer Science,2,AWS,1,5,Intermediate
BCA,2,Python,3,0,Intermediate
B.Sc Computer Science,3,Networking,2,1,Beginner
B.Tech IT,2,Research,5,6,Advanced
M.Sc Statistics,3,Machine Learning,4,2,Advanced
B.Tech EEE,3,Testing,5,1,Advanced
B.Tech CSE,1,Database Administration,3,2,Intermediate
MBA,2,CI/CD,2,0,Beginner
B.Tech EEE,4,Linux,1,1,Beginner
B.Tech CSE,3,Terraform,2,3,Intermediate
M.Tech,3,Networking,2,2,Beginner
M.Tech,4,Machine Learning,1,1,Intermediate
B.Sc Mathematics,2,Product Analytics,1,6,Intermediate
B.Tech CSE,1,Apache Spark,3,6,Advanced
MCA,3,CI/CD,5,5,Advanced
B.Com,4,Incident Response,3,2,Intermediate
MBA,4,Scikit-learn,1,4,Beginner
M.Sc Computer Science,2,System Design,3,0,Intermediate
B.Tech AI & ML,4,Incident Response,4,6,Advanced
B.Tech AI & ML,2,Cryptography,4,0,Intermediate
B.Com,3,Incident Response,2,2,Intermediate
MCA,3,Web Security,3,2,Intermediate
B.Tech CSE,4,Statistics,1,1,Beginner
B.Tech IT,1,Backup and Recovery,4,4,Advanced
B.Tech CSE,3,Pandas,5,4,Advanced
M.Sc Computer Science,4,Linux,5,5,Advanced
MBA,2,Deep Learning,2,6,Advanced
MCA,3,Apache Spark,5,3,Advanced
B.Tech Mechanical,2,Backup and Recovery,1,1,Beginner
B.Tech ECE,1,Pandas,2,4,Intermediate
B.Tech IT,1,Calculus,2,6,Intermediate
B.Tech CSE,4,Database Administration,2,4,Intermediate
B.Sc Mathematics,2,Communication,3,3,Intermediate
B.Sc Computer Science,3,Research,2,3,Intermediate
B.Sc Statistics,3,System Design,1,6,Intermediate
B.Tech EEE,2,NumPy,1,0,Beginner
B.Tech ECE,1,FastAPI,1,5,Intermediate
BCA,2,Product Analytics,4,5,Advanced
MCA,2,FastAPI,2,5,Intermediate
M.Sc Statistics,4,Cryptography,1,4,Beginner
MBA,3,Excel,5,3,Advanced
B.Tech Data Science,1,SIEM,4,5,Advanced
B.Tech ECE,2,Calculus,5,3,Advanced
B.Tech ECE,2,PyTorch,2,5,Intermediate
M.Sc Data Science,3,MySQL,3,0,Intermediate
B.Tech IT,2,Excel,5,2,Advanced
B.Tech CSE,4,Deep Learning,3,2,Advanced
B.Tech CSE,4,AWS,2,4,Intermediate
B.Sc Statistics,2,Incident Response,1,5,Beginner
B.Tech AI & ML,4,Computer Vision,2,2,Beginner
B.Tech CSE,2,OOP,3,2,Intermediate
B.Tech EEE,4,SIEM,4,2,Intermediate
M.Sc Statistics,4,Product Analytics,3,1,Intermediate
MBA,3,Deep Learning,1,0,Beginner
M.Tech,3,Linear Algebra,3,6,Advanced
B.Tech IT,2,Transformers,2,4,Intermediate
B.Com,2,A/B Testing,2,3,Intermediate
B.Tech IT,1,Business Analysis,2,6,Intermediate
B.Tech Civil,2,Calculus,3,2,Intermediate
B.Sc Mathematics,4,Transformers,4,1,Intermediate
B.Sc Data Science,1,Kubernetes,1,0,Beginner
B.Sc Statistics,1,Python,1,6,Intermediate
MBA,2,Data Structures,5,2,Advanced
B.Tech EEE,2,Algorithms,3,6,Advanced
B.Sc Data Science,2,Terraform,3,3,Intermediate
B.Tech Data Science,1,SQL,2,0,Beginner
B.Tech Mechanical,2,Docker,3,5,Advanced
B.Tech EEE,4,SIEM,4,3,Advanced
BBA,1,Kubernetes,5,6,Advanced
M.Sc Statistics,3,Algorithms,3,1,Intermediate
B.Tech CSE,4,Tableau,1,2,Beginner
B.Tech AI & ML,3,SQL,4,1,Advanced
B.Sc Statistics,4,SQL,5,2,Advanced
B.Sc Data Science,1,REST API,1,2,Beginner
B.Tech ECE,4,Web Security,2,1,Beginner
B.Tech Civil,4,Kubernetes,3,5,Advanced
B.Tech ECE,1,Linear Algebra,4,4,Advanced
B.Sc Mathematics,3,Cybersecurity,1,5,Intermediate
M.Sc Data Science,4,NLP,1,5,Intermediate
M.Tech,2,Web Security,4,4,Advanced
B.Sc Statistics,3,ETL,5,5,Advanced
B.Sc Computer Science,4,Pandas,1,6,Intermediate
B.Sc Computer Science,4,SQL,5,6,Advanced
B.Tech ECE,2,Product Analytics,5,2,Advanced
BCA,3,Kubernetes,2,6,Intermediate
M.Sc Computer Science,2,A/B Testing,1,5,Beginner
B.Sc Computer Science,1,Tableau,1,2,Beginner
B.Sc Computer Science,3,Business Analysis,2,4,Intermediate
M.Sc Computer Science,3,PostgreSQL,2,2,Intermediate
M.Sc Data Science,1,Backup and Recovery,3,0,Intermediate
M.Tech,4,OpenCV,3,5,Intermediate
B.Sc Data Science,4,Computer Vision,1,3,Intermediate
B.Tech ECE,2,Power BI,4,3,Advanced
B.Tech Data Science,1,Calculus,5,6,Advanced
B.Tech Civil,4,Linux,4,2,Intermediate
BCA,2,Data Structures,5,2,Advanced
M.Sc Statistics,1,Calculus,3,5,Intermediate
B.Sc Information Technology,3,Algorithms,2,5,Intermediate
B.Sc Mathematics,1,Cryptography,3,1,Intermediate
BBA,4,NLP,5,3,Advanced
B.Tech CSE,3,Product Analytics,1,5,Intermediate
MCA,2,Power BI,1,4,Intermediate
B.Sc Statistics,2,Research,2,3,Intermediate
B.Sc Mathematics,3,Communication,5,2,Advanced
M.Sc Computer Science,2,Transformers,2,6,Intermediate
M.Sc Data Science,1,NumPy,2,6,Intermediate
B.Tech Data Science,2,Terraform,5,5,Advanced
B.Com,3,Python,5,5,Advanced
B.Tech EEE,3,Product Analytics,3,5,Intermediate
M.Sc Data Science,4,Apache Spark,2,3,Beginner
B.Tech Civil,1,Machine Learning,4,0,Advanced
MBA,1,Power BI,2,6,Intermediate
B.Sc Computer Science,2,SQL,4,0,Intermediate
M.Tech,2,AWS,5,0,Advanced
M.Sc Computer Science,4,Docker,1,6,Intermediate
M.Sc Statistics,2,Apache Spark,2,2,Intermediate
B.Tech EEE,3,Statistics,1,5,Intermediate
B.Sc Data Science,1,Data Warehousing,2,2,Beginner
B.Sc Statistics,2,A/B Testing,3,3,Intermediate
B.Sc Data Science,3,Backup and Recovery,4,3,Advanced
B.Tech EEE,4,Tableau,1,5,Intermediate
B.Tech AI & ML,1,Machine Learning,4,0,Intermediate
MBA,1,Docker,5,1,Advanced
B.Tech Mechanical,3,Deep Learning,4,6,Advanced
B.Tech ECE,4,Incident Response,4,3,Advanced
B.Tech CSE,1,Kubernetes,3,3,Intermediate
BCA,2,Backup and Recovery,5,2,Advanced
B.Tech EEE,1,Web Security,4,4,Advanced
B.Tech Data Science,2,Backup and Recovery,1,2,Beginner
M.Tech,4,Machine Learning,5,3,Advanced
B.Tech IT,2,System Design,5,5,Advanced
B.Tech AI & ML,3,Database Security,5,1,Advanced
B.Sc Computer Science,3,OpenCV,4,6,Advanced
B.Tech IT,3,Docker,5,3,Advanced
B.Sc Mathematics,4,Cybersecurity,3,5,Intermediate
B.Tech Civil,1,PostgreSQL,3,2,Intermediate
B.Sc Information Technology,3,Linear Algebra,3,1,Intermediate
BCA,2,CI/CD,5,5,Advanced
B.Tech ECE,3,PostgreSQL,2,1,Beginner
BBA,2,Python,1,2,Beginner
M.Sc Statistics,2,Data Warehousing,2,6,Advanced
M.Sc Data Science,2,NLP,2,3,Beginner
B.Tech AI & ML,2,Communication,4,6,Advanced
B.Sc Statistics,4,Excel,1,4,Intermediate
M.Sc Data Science,3,OpenCV,1,2,Beginner
B.Com,2,Machine Learning,4,2,Intermediate
BBA,2,System Design,1,3,Intermediate
B.Sc Statistics,3,Apache Spark,5,5,Advanced
M.Sc Data Science,3,MySQL,5,5,Advanced
B.Sc Information Technology,4,REST API,1,4,Beginner
B.Sc Data Science,3,Linux,2,6,Intermediate
BBA,4,FastAPI,4,0,Intermediate
B.Tech Civil,3,NLP,1,5,Beginner
B.Sc Computer Science,2,FastAPI,2,3,Intermediate
B.Tech CSE,1,Git,4,2,Advanced
B.Tech EEE,1,Deep Learning,5,1,Advanced
B.Tech AI & ML,3,Power BI,1,5,Beginner
B.Sc Statistics,4,SQL,2,2,Intermediate
B.Tech IT,1,Kubernetes,1,5,Intermediate
B.Tech Mechanical,1,Communication,3,3,Intermediate
M.Sc Computer Science,4,Docker,4,3,Advanced
B.Tech AI & ML,4,Python,3,4,Advanced
M.Sc Data Science,2,PostgreSQL,2,1,Beginner
MCA,3,OpenCV,5,4,Advanced
B.Sc Mathematics,4,Incident Response,1,6,Intermediate
B.Tech Civil,3,Computer Vision,2,1,Beginner
B.Sc Mathematics,4,Testing,1,2,Beginner
M.Tech,2,Linear Algebra,2,6,Intermediate
M.Sc Data Science,3,Git,3,5,Advanced
M.Tech,2,SIEM,3,4,Intermediate
B.Sc Information Technology,4,Kubernetes,2,4,Intermediate
B.Sc Mathematics,1,Data Visualization,4,4,Advanced
B.Sc Data Science,4,Database Security,1,4,Intermediate
B.Tech AI & ML,2,Tableau,1,4,Intermediate
BCA,1,Python,4,1,Intermediate
B.Sc Computer Science,1,NLP,3,1,Intermediate
B.Sc Computer Science,2,ETL,4,1,Intermediate
M.Sc Computer Science,3,Transformers,1,6,Intermediate
M.Sc Data Science,3,Computer Vision,1,5,Intermediate
B.Tech Civil,1,Linux,4,3,Advanced
BBA,4,Machine Learning,5,4,Advanced
B.Tech Civil,1,Incident Response,2,2,Beginner
B.Sc Computer Science,3,Business Analysis,5,5,Advanced
B.Sc Information Technology,4,SIEM,5,5,Advanced
B.Tech IT,1,Git,5,1,Advanced
M.Sc Computer Science,1,Excel,4,4,Advanced
B.Tech IT,1,Tableau,3,0,Intermediate
B.Com,2,Linear Algebra,3,1,Intermediate
B.Sc Computer Science,2,Business Analysis,4,0,Intermediate
B.Tech ECE,2,Data Warehousing,3,3,Advanced
MBA,2,Excel,2,1,Intermediate
B.Tech Data Science,2,ETL,1,1,Beginner
M.Tech,1,Machine Learning,2,1,Beginner
B.Tech IT,1,Web Security,1,3,Intermediate
MCA,3,CI/CD,3,2,Intermediate
MCA,2,Cybersecurity,5,0,Advanced
B.Tech Mechanical,1,Web Security,4,6,Advanced
MBA,1,Linux,2,4,Intermediate
B.Tech ECE,1,Kubernetes,5,5,Advanced
BBA,2,PyTorch,4,4,Advanced
M.Sc Data Science,4,Database Security,3,4,Intermediate
BCA,1,Computer Vision,1,4,Intermediate
M.Tech,4,Data Visualization,1,3,Beginner
B.Tech CSE,3,Product Analytics,3,0,Intermediate
M.Sc Data Science,4,PostgreSQL,5,6,Advanced
B.Tech IT,2,Algorithms,2,6,Advanced
B.Sc Information Technology,4,Git,3,5,Advanced
B.Tech Mechanical,1,CI/CD,3,5,Advanced
B.Sc Data Science,3,Git,4,5,Advanced
B.Tech Civil,4,Cryptography,4,5,Advanced
B.Tech ECE,4,Communication,5,3,Advanced
B.Tech Data Science,1,MySQL,4,1,Advanced
B.Sc Statistics,2,SIEM,2,5,Intermediate
M.Sc Computer Science,4,Testing,3,2,Intermediate
B.Sc Information Technology,1,Business Analysis,4,4,Advanced
MCA,3,OOP,2,4,Intermediate
B.Tech AI & ML,1,Python,2,3,Intermediate
MBA,4,SQL,4,2,Advanced
B.Tech Mechanical,2,PostgreSQL,5,2,Advanced
B.Tech Data Science,3,CI/CD,1,0,Beginner
B.Tech AI & ML,2,MySQL,1,2,Beginner
B.Sc Information Technology,2,Kubernetes,4,6,Advanced
M.Sc Data Science,4,Data Warehousing,3,0,Intermediate
M.Tech,1,Linear Algebra,5,0,Advanced
BBA,1,Web Security,5,5,Advanced
B.Tech Mechanical,1,Machine Learning,5,1,Advanced
B.Tech CSE,2,Excel,5,0,Advanced
B.Tech Mechanical,4,NumPy,4,2,Advanced
B.Sc Information Technology,3,Communication,3,0,Intermediate
B.Tech AI & ML,2,Business Analysis,4,2,Advanced
M.Tech,2,Web Security,4,4,Advanced
B.Tech IT,4,MySQL,2,5,Intermediate
M.Sc Statistics,3,Data Structures,3,2,Intermediate
B.Tech AI & ML,2,Scikit-learn,3,2,Intermediate
B.Tech Data Science,2,Database Administration,1,1,Beginner
M.Sc Data Science,3,NLP,1,2,Beginner
B.Tech ECE,1,Deep Learning,1,0,Beginner
B.Sc Data Science,1,Scikit-learn,3,3,Advanced
M.Sc Statistics,3,Web Security,2,0,Beginner
B.Sc Computer Science,1,Web Security,5,6,Advanced
B.Sc Computer Science,3,Business Analysis,1,5,Beginner
B.Tech Mechanical,2,Database Administration,2,0,Beginner
B.Com,3,PostgreSQL,4,3,Advanced
MBA,3,NLP,4,5,Advanced
B.Tech ECE,4,Python,1,4,Beginner
B.Tech EEE,4,Computer Vision,2,1,Beginner
M.Sc Data Science,4,Database Security,1,6,Intermediate
M.Sc Data Science,2,Machine Learning,2,5,Intermediate
M.Sc Computer Science,3,Kubernetes,1,3,Beginner
BBA,4,NumPy,4,2,Intermediate
B.Tech CSE,4,OpenCV,1,5,Intermediate
B.Tech EEE,4,Backup and Recovery,3,3,Advanced
B.Tech CSE,2,Excel,3,6,Advanced
B.Tech AI & ML,2,Research,5,5,Advanced
B.Sc Computer Science,3,Database Security,4,4,Advanced
B.Tech CSE,3,Statistics,1,2,Beginner
B.Sc Mathematics,2,PostgreSQL,3,1,Intermediate
M.Sc Computer Science,1,Kubernetes,5,3,Advanced
B.Sc Information Technology,3,Statistics,2,3,Intermediate
B.Sc Information Technology,3,Incident Response,4,2,Advanced
B.Tech AI & ML,4,Data Structures,5,0,Advanced
B.Tech CSE,4,Communication,4,1,Advanced
B.Tech Mechanical,1,SIEM,1,4,Intermediate
MCA,2,System Design,5,0,Advanced
B.Sc Information Technology,4,REST API,2,2,Intermediate
B.Tech EEE,3,Excel,3,1,Intermediate
B.Sc Information Technology,2,NLP,3,4,Advanced
B.Tech IT,4,MySQL,1,3,Beginner
MBA,2,Testing,5,1,Intermediate
BBA,1,Deep Learning,3,1,Intermediate
B.Tech ECE,3,Database Security,4,6,Advanced
B.Tech CSE,2,OpenCV,2,5,Intermediate
MBA,1,Web Security,5,0,Advanced
B.Sc Statistics,4,Kubernetes,3,6,Intermediate
B.Com,4,Business Analysis,5,2,Advanced
B.Tech Mechanical,4,Backup and Recovery,4,4,Advanced
B.Sc Statistics,2,System Design,1,0,Beginner
B.Tech EEE,1,Networking,2,1,Beginner
BCA,3,Apache Spark,2,4,Intermediate
B.Tech Civil,2,Deep Learning,1,6,Beginner
BBA,3,Algorithms,4,0,Intermediate
BCA,1,MySQL,5,4,Advanced
B.Sc Computer Science,4,FastAPI,2,2,Intermediate
B.Tech IT,3,Statistics,4,6,Advanced
B.Tech ECE,4,Research,2,6,Intermediate
B.Sc Information Technology,4,PostgreSQL,4,2,Advanced
B.Sc Data Science,2,Pandas,1,0,Beginner
BBA,4,Terraform,5,4,Advanced
B.Tech AI & ML,4,Calculus,2,3,Intermediate
B.Com,1,Kubernetes,4,4,Advanced
MBA,1,Apache Spark,2,1,Intermediate
B.Tech ECE,3,Business Analysis,4,4,Advanced
B.Sc Computer Science,4,Apache Spark,4,1,Advanced
B.Tech Data Science,2,Docker,2,0,Beginner
B.Sc Statistics,1,Database Administration,5,3,Advanced
B.Sc Computer Science,4,Database Security,3,3,Intermediate
B.Tech EEE,4,FastAPI,1,0,Beginner
MCA,3,OpenCV,4,1,Advanced
B.Tech Data Science,4,Cybersecurity,4,3,Advanced
M.Sc Data Science,4,Linear Algebra,2,1,Intermediate
B.Tech ECE,1,NLP,3,4,Intermediate
B.Sc Data Science,2,MySQL,1,4,Beginner
B.Tech Data Science,1,SIEM,5,1,Advanced
B.Tech AI & ML,2,Cybersecurity,4,6,Advanced
B.Tech Mechanical,2,Git,1,2,Beginner
B.Sc Mathematics,3,Power BI,1,4,Beginner
B.Sc Statistics,4,NumPy,3,3,Intermediate
M.Sc Computer Science,1,Apache Spark,5,5,Advanced
B.Sc Data Science,1,PostgreSQL,4,1,Intermediate
B.Tech Data Science,2,OOP,1,6,Intermediate
M.Tech,3,OpenCV,3,6,Advanced
M.Sc Statistics,1,Database Security,3,2,Intermediate
B.Tech EEE,2,Calculus,1,2,Intermediate
B.Sc Statistics,3,OOP,3,1,Intermediate
BCA,1,Product Analytics,1,3,Beginner
B.Sc Mathematics,1,Networking,2,1,Intermediate
M.Sc Statistics,3,NumPy,2,3,Intermediate
B.Tech EEE,1,Data Visualization,4,0,Intermediate
B.Tech EEE,3,Incident Response,1,6,Intermediate
M.Sc Statistics,1,Testing,5,3,Advanced
B.Com,4,SQL,4,2,Advanced
B.Tech EEE,1,Database Administration,5,1,Advanced
B.Sc Statistics,1,Business Analysis,2,5,Intermediate
B.Tech Data Science,2,Scikit-learn,2,4,Intermediate
B.Sc Information Technology,4,AWS,4,0,Intermediate
B.Tech Civil,4,Git,4,0,Intermediate
B.Tech Civil,2,Data Warehousing,1,2,Beginner
M.Sc Statistics,4,A/B Testing,5,6,Advanced
B.Tech Civil,1,Pandas,5,3,Advanced
B.Tech Data Science,1,Networking,5,0,Advanced
B.Tech ECE,3,Cybersecurity,3,0,Intermediate
M.Sc Data Science,3,FastAPI,3,0,Intermediate
B.Tech EEE,3,Data Structures,1,2,Beginner
B.Sc Information Technology,4,Backup and Recovery,4,6,Advanced
MBA,1,Deep Learning,5,1,Advanced
B.Sc Computer Science,4,Power BI,4,2,Advanced
B.Com,1,Networking,2,6,Advanced
MBA,1,MySQL,5,2,Advanced
B.Sc Mathematics,4,Apache Spark,4,6,Advanced
B.Tech Civil,4,Linear Algebra,4,3,Advanced
B.Tech Data Science,4,Terraform,4,6,Advanced
B.Sc Statistics,2,Tableau,5,1,Advanced
BCA,1,Terraform,4,2,Intermediate
M.Sc Statistics,3,Networking,5,4,Advanced
MCA,4,Calculus,1,0,Beginner
B.Sc Information Technology,4,Communication,5,2,Advanced
B.Sc Statistics,2,SIEM,5,5,Advanced
B.Tech Mechanical,4,OpenCV,5,1,Advanced
B.Tech Mechanical,4,SQL,1,0,Beginner
B.Tech CSE,2,OOP,3,2,Intermediate
B.Sc Mathematics,2,Tableau,4,0,Intermediate
B.Tech IT,4,Testing,1,6,Intermediate
B.Tech Mechanical,3,PyTorch,3,4,Advanced
B.Tech IT,1,Research,4,3,Advanced
M.Tech,4,Power BI,1,3,Intermediate
B.Tech CSE,3,Testing,4,0,Intermediate
B.Tech Mechanical,4,NLP,3,0,Intermediate
MCA,1,Kubernetes,1,1,Beginner
BBA,3,AWS,1,0,Beginner
B.Sc Computer Science,2,OpenCV,5,5,Advanced
B.Tech EEE,4,FastAPI,1,1,Beginner
M.Tech,2,NLP,1,1,Beginner
B.Sc Statistics,3,Calculus,2,2,Intermediate
M.Tech,3,Docker,2,6,Intermediate
B.Tech Mechanical,4,System Design,4,3,Advanced
B.Tech EEE,1,Scikit-learn,1,5,Intermediate
MBA,2,AWS,2,6,Intermediate
B.Com,2,Transformers,4,5,Advanced
B.Tech CSE,2,Communication,5,4,Advanced
B.Tech AI & ML,1,Linux,1,0,Beginner
B.Tech Civil,3,Statistics,3,5,Advanced
B.Tech IT,1,Statistics,5,2,Advanced
B.Tech IT,2,Kubernetes,5,2,Advanced
B.Sc Data Science,3,Excel,2,5,Intermediate
B.Tech EEE,2,SQL,2,1,Beginner
B.Sc Computer Science,1,CI/CD,3,3,Intermediate
M.Sc Computer Science,3,Networking,4,5,Advanced
M.Sc Computer Science,4,Scikit-learn,5,3,Advanced
B.Sc Information Technology,4,Computer Vision,2,1,Beginner
MBA,3,Python,4,4,Advanced
B.Tech ECE,3,Data Warehousing,5,3,Advanced
M.Sc Data Science,1,Docker,4,2,Advanced
B.Tech AI & ML,1,System Design,1,2,Beginner
B.Sc Information Technology,4,Cryptography,5,4,Advanced
B.Tech AI & ML,2,Git,2,3,Intermediate
B.Tech Data Science,2,Incident Response,4,3,Advanced
M.Sc Computer Science,4,Algorithms,3,3,Intermediate
M.Tech,1,Cybersecurity,3,5,Advanced
B.Sc Information Technology,2,Cybersecurity,5,3,Advanced
B.Tech CSE,3,Cybersecurity,5,1,Advanced
M.Tech,4,Scikit-learn,4,2,Advanced
B.Sc Computer Science,3,REST API,5,6,Advanced
B.Sc Statistics,2,Terraform,5,4,Advanced
B.Tech CSE,4,Data Visualization,2,5,Intermediate
B.Tech Mechanical,3,Research,5,1,Advanced
B.Sc Computer Science,4,OOP,1,1,Beginner
MCA,3,Statistics,4,2,Advanced
M.Sc Computer Science,3,Networking,4,5,Advanced
B.Sc Computer Science,4,Networking,4,1,Advanced
M.Sc Computer Science,2,Cryptography,5,1,Advanced
M.Sc Statistics,4,Python,3,5,Intermediate
B.Tech CSE,4,Excel,5,2,Advanced
B.Sc Data Science,1,Cybersecurity,3,5,Advanced
M.Tech,1,Deep Learning,5,3,Advanced
B.Tech Civil,2,System Design,2,3,Intermediate
B.Tech EEE,2,CI/CD,4,0,Intermediate
B.Tech Data Science,2,System Design,4,4,Advanced
B.Com,4,PostgreSQL,5,4,Advanced
M.Sc Computer Science,3,Apache Spark,3,2,Intermediate
M.Sc Data Science,4,REST API,3,6,Advanced
BCA,4,Communication,1,5,Intermediate
BBA,3,Networking,1,4,Beginner
B.Sc Information Technology,4,Cybersecurity,2,5,Intermediate
M.Tech,2,OOP,5,0,Advanced
BBA,3,Tableau,1,3,Beginner
M.Tech,2,OOP,4,4,Advanced
B.Sc Data Science,4,Linear Algebra,1,5,Intermediate
MBA,1,Web Security,5,3,Advanced
B.Tech IT,2,Scikit-learn,1,2,Beginner
B.Tech EEE,1,Machine Learning,4,5,Advanced
B.Com,3,ETL,4,5,Advanced
BCA,4,Docker,3,0,Intermediate
B.Sc Information Technology,2,Testing,2,2,Intermediate
M.Sc Data Science,2,Machine Learning,1,1,Beginner
BBA,4,Business Analysis,2,0,Beginner
B.Sc Data Science,2,Transformers,1,1,Beginner
M.Sc Computer Science,1,Excel,4,5,Advanced
B.Sc Statistics,2,Algorithms,3,2,Intermediate
B.Tech ECE,2,Testing,3,6,Advanced
B.Sc Data Science,2,Data Warehousing,4,0,Intermediate
B.Tech Data Science,3,Machine Learning,5,0,Advanced
B.Sc Data Science,2,Database Security,1,5,Beginner
B.Tech ECE,3,Product Analytics,3,6,Advanced
M.Sc Statistics,3,CI/CD,5,0,Advanced
B.Tech Mechanical,2,Database Security,1,5,Beginner
M.Sc Data Science,1,Excel,5,2,Advanced
B.Tech CSE,4,Product Analytics,4,3,Advanced
B.Tech EEE,3,Computer Vision,5,0,Advanced
M.Sc Data Science,1,Incident Response,4,2,Advanced
B.Sc Computer Science,4,Machine Learning,5,6,Advanced
B.Tech Data Science,2,Git,1,2,Beginner
MCA,3,Transformers,1,5,Intermediate
MCA,2,Cybersecurity,1,1,Beginner
M.Sc Statistics,2,Cryptography,3,2,Advanced
B.Sc Mathematics,2,Tableau,4,5,Advanced
B.Tech ECE,4,Data Warehousing,4,4,Advanced
B.Tech Civil,1,OpenCV,5,4,Advanced
B.Tech AI & ML,1,Python,3,0,Intermediate
B.Tech AI & ML,2,Tableau,3,5,Intermediate
B.Tech ECE,4,REST API,5,3,Advanced
M.Sc Data Science,2,Deep Learning,4,2,Advanced
MBA,1,Backup and Recovery,2,1,Intermediate
M.Sc Computer Science,4,Cryptography,5,6,Advanced
B.Tech EEE,3,CI/CD,2,6,Intermediate
B.Sc Statistics,1,Tableau,1,6,Intermediate
B.Com,3,Backup and Recovery,5,6,Advanced
B.Com,1,CI/CD,1,5,Intermediate
B.Com,2,NLP,2,6,Intermediate
B.Sc Data Science,2,Terraform,5,6,Advanced
B.Tech Mechanical,2,Product Analytics,4,0,Advanced
B.Tech ECE,2,SQL,5,2,Advanced
MCA,4,OpenCV,2,6,Intermediate
B.Tech Data Science,2,Data Structures,1,0,Beginner
